Fecha:,12/11/2023 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gasóleo A,Precio gasóleo Premium,Precio gasóleo B,Precio gasóleo C,Precio bioetanol,% bioalcohol,Precio biodiésel,% éster metílico,Precio gases licuados del petróleo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidrógeno,Rótulo,Horario
ALMERÍA,PULPÍ,SAN JUAN DE TERREROS,04640,URBANIZACIÓN PARCELA T2 SECTOR S-RTU 5 ?CALAS DE PINAR? S/N,D,-1.664250,37.361361,12/11/2023 00:00,1.654,,1.715,,,1.709,1.775,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
ALMERÍA,PURCHENA,PURCHENA,04870,CR A-334 50.9 (A-334 km 509),D,-2.339556,37.358250,09/11/2023 14:03,1.539,,,,,1.459,,,,,,,,,,,,SUIMASA,L-V: 06:30-22:00; S-D: 07:00-22:00
ALMERÍA,RIOJA,RIOJA,04260,CR A-92 386,I,-2.466583,36.960750,12/11/2023 02:34,1.619,,,1.759,,1.699,,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CAMINO DE LOS MERCADOS S/N,D,-2.642528,36.757167,06/11/2023 13:00,1.629,,,1.801,,1.649,,1.251,,,,,,,,,,COSTA DE ALMERIA,L-D: 07:00-22:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CAMINO DE LAS MERCADOS Nº 50,D,-2.637818,36.751385,11/11/2023 07:58,1.515,,,,,1.505,,,,,,,,,,,,CONSUMOMAR S.C.A.,L-S: 08:00-14:00 y 16:00-19:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA CRTA. ALICUN KM. S/N,N,-2.611944,36.776111,10/11/2023 12:15,1.689,,,1.839,,1.669,,,,,,,,,,,,CARREFOUR,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CR  E-15  P.K. 429  (N-340 SALIDA,D,-2.597167,36.819917,12/11/2023 00:00,1.629,,,1.779,,1.709,1.759,,,,,,,0.979,,,,REPSOL,L-D: 06:00-22:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA SABINAL KM. 337,I,-2.616861,36.741306,09/11/2023 15:00,1.709,,1.759,1.839,,1.709,1.809,,,,,,,,,,,CEPSA,L-D: 06:00-23:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA MOJONERA (MO) KM. 37,I,-2.645694,36.759611,09/11/2023 14:30,1.709,,,1.839,,1.709,1.809,1.459,,,,,,,,,,CEPSA,L-D: 06:00-23:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CTRA. ALICUN KM 5.05 (A-391 km 38),D,-2.601222,36.798611,09/11/2023 14:30,1.709,,,1.839,,1.709,1.809,,,,,,,,,,,REPSOL,L-D: 06:00-23:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,AVENIDA DE ALICUN 23 (A-391 km 05),I,-2.613417,36.769972,09/11/2023 15:00,1.709,,,1.839,,1.709,1.809,,,,,,,1.029,,,,CEPSA,L-D: 07:00-23:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA ALICUN KM. 505,I,-2.602111,36.798722,09/11/2023 14:30,1.709,,,1.839,,1.709,1.809,,,,,,,,,,,REPSOL,L-D: 07:00-22:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,AVENIDA ALICUN 62,D,-2.613361,36.771750,09/11/2023 14:00,1.709,,1.759,1.839,,1.709,1.809,,,,,,,,,,,CEPSA,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA DE LA MOJONERA KM. 285,N,-2.636944,36.761111,11/11/2023 11:54,1.458,,,,,1.413,1.495,1.121,,,,,,,,,,E.S. CAMPOEJIDO ROQUETAS,L-D: 06:00-22:00
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA ALMERIA 9029 KM. 1,D,-2.629694,36.773194,10/11/2023 22:30,1.659,,,1.859,,1.629,1.669,,,,,,,0.909,,,,E.S PACOCALCULA,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CAMINO A-1051 10,D,-2.636944,36.749444,11/11/2023 00:00,1.629,,,1.771,,1.689,1.779,,,,,,,,,,,BP ROQUETAS,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,ROQUETAS DE MAR,04740,CARRETERA LA MOJONERA KM. 142,D,-2.632750,36.762167,11/11/2023 13:42,1.458,,,,,1.413,,,,,,,,,,,,PLENOIL,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,AVENIDA CARLOS III (AS) 305,N,-2.584861,36.811083,11/11/2023 00:00,1.629,,,1.771,,1.689,1.779,,,,,,,,,,,BP AGUADULCE,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,AVENIDA CALOS III 82,D,-2.592917,36.809278,06/11/2023 08:58,1.639,,,1.789,,1.699,1.769,1.429,,,,,,0.939,,,,CEPSA,L-D: 24H
ALMERÍA,ROQUETAS DE MAR,AGUADULCE,04720,CALLE JOSE MARIA MOLINA S/N,D,-2.582556,36.822694,12/11/2023 00:00,1.639,,,1.749,,1.709,1.779,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
ALMERÍA,SERÓN,CLAVEROS (LOS),04890,CALLE MINA LEONA 1 1,D,-2.508722,37.360417,12/11/2023 00:00,1.589,,,,,1.659,1.725,1.279,,,,,,,,,,CEPSA,L-D: 24H
ALMERÍA,SORBAS,SORBAS,04270,PARAJE EL COLLAICO S/N,N,-2.119944,37.095667,10/11/2023 14:55,,,,,,1.468,,,,,,,,,,,,CITRASOR SCA,L-D: 24H
ALMERÍA,SORBAS,SORBAS,04270,CARRETERA A-316 UBEDA-CABRA  PK. 169 KM. S/N,D,-2.121306,37.097500,09/11/2023 01:25,1.619,,,,,1.689,1.769,1.345,,,,,,,,,,E/S  SAN JAVIER,L-D: 06:00-22:00
ALMERÍA,SORBAS,SORBAS,04270,BO EL PUNTAL SN,D,-2.128694,37.169833,06/11/2023 12:27,1.689,,,,,1.709,,1.359,,,,,,,,,,CEPSA - LOS FILABRES SCA,L-V: 08:00-18:00; S: 08:00-14:00
ALMERÍA,TABERNAS,TABERNAS,04200,CARRETERA N-340A KM. 479,D,-2.308667,37.084750,06/11/2023 01:20,1.889,,,1.999,,1.699,1.789,1.409,,,,,,,,,,REPSOL,L: 06:00-22:00
ALMERÍA,TABERNAS,TABERNAS,04200,AVENIDA RICARDO FABREGA 81,N,-2.387556,37.057278,07/11/2023 12:27,1.689,,,1.839,,1.709,1.799,,,,,,,,,,,BP LA ERA TABERNAS,L: 06:00-22:00
ALMERÍA,TAHAL,TAHAL,04275,CARRETERA A-349 KM. 266,D,-2.296194,37.231111,05/11/2023 15:28,1.689,,,,,1.689,1.769,1.389,,,,,,,,,,CEPSA,L-D: 07:00-22:00
ALMERÍA,TÍJOLA,TIJOLA,04880,AVENIDA AVD.  JOSE ANTONIO 18,D,-2.432222,37.347722,12/11/2023 00:00,1.599,,,1.709,,1.669,1.719,1.280,,,,,,,,,,REPSOL,L-D: 06:00-22:00
ALMERÍA,TÍJOLA,TIJOLA,04880,POLIGONO INDUSTRIAL CL. LEONARDO DA VINCCI SECTOR TI4 4,D,-2.427000,37.347917,07/11/2023 15:12,1.569,,,,,1.479,,,,,,,,,,,,VOLACAN,L-D: 00:00-23:59
ALMERÍA,VÉLEZ-BLANCO,VELEZ-BLANCO,04830,CARRETERA A-317 KM. 161,I,-2.095889,37.681861,10/11/2023 14:16,1.589,,,1.699,,1.534,,,,,,,,,,,,ANROROIL,L: 07:00-22:00
ALMERÍA,VÉLEZ-BLANCO,VELEZ-BLANCO,04830,CARRETERA C-321 PJE.CAÑADA DE NAVARRO KM 000000 KM. 162,D,-2.090333,37.678111,05/11/2023 18:49,,,,,,1.579,,1.150,,,,,,,,,,ANROROIL,L-S: 07:00-23:00
ALMERÍA,VÉLEZ-BLANCO,TOPARES,04839,CARRETERA VELEZ BLANCO KM. 26,I,-2.226750,37.859639,01/11/2023 10:12,1.619,,,,,1.529,,1.199,,,,,,,,,,TOPFUEL,L-D: 08:00-22:00
ALMERÍA,VÉLEZ-RUBIO,VELEZ-RUBIO,04820,POLIGONO LA FORJA 79/80,D,-2.100750,37.644861,09/11/2023 13:24,1.599,,,,,1.537,,,,,,,,,,,,INV,L-V: 08:30-14:00 y 16:00-20:30; S: 09:00-13:30
ALMERÍA,VÉLEZ-RUBIO,VELEZ-RUBIO,04820,AV ANDALUCIA 41,I,-2.070389,37.646750,08/11/2023 22:00,1.622,,,1.696,,1.547,,1.292,,,,,,,,,,ESTACION DE SERVICIO VELEZ RUBIO,L-D: 24H
ALMERÍA,VERA,VERA,04620,CARRETERA DE RONDA KM. 97,D,-1.868778,37.239444,12/11/2023 08:20,1.469,,,,,1.549,,,,,,,,,,,,VERADIESEL,L-D: 07:00-22:00
ALMERÍA,VERA,VERA,04620,CALLE CARRETERA DE CUEVAS 1,D,-1.871778,37.251333,12/11/2023 10:50,1.469,,,,,1.539,,,,,,,,,,,,PLENOIL,L-D: 24H
ALMERÍA,VERA,VERA,04620,CARRETERA C-3327 KM. 1,D,-1.854528,37.237806,10/11/2023 10:44,1.469,,,,,1.549,,,,,,,,,,,,VULCO,L-D: 24H
ALMERÍA,VERA,VERA,04620,CL ANCHA S.N.,D,-1.872667,37.249083,12/11/2023 00:00,1.599,,,1.719,,1.669,1.719,,,,,,,,,,,REPSOL,L-S: 07:00-21:00; D: 07:00-15:00
ALMERÍA,VERA,VERA,04620,CR AL-3327 38,I,-1.836806,37.220833,12/11/2023 00:01,1.609,,,1.719,,1.669,1.719,,,,,,,0.989,,,,REPSOL,L-D: 07:00-11:00
ALMERÍA,VERA,VERA,04620,CARRETERA CRTA. NAC 340A KM. 533,D,-1.881333,37.252778,11/11/2023 08:51,1.599,,,1.739,,1.669,1.709,,,,,,,,,,,CEPSA,L-D: 24H
ALMERÍA,VERA,VERA,04620,CARRETERA 337 KM 18 KM. 18,N,-1.850611,37.234583,07/11/2023 13:13,1.639,,,1.799,,1.699,1.809,,,,,,,0.979,,,,ESTACION SERVICIO VERA SV,L-D: 07:00-23:00
ALMERÍA,VIATOR,VIATOR,04240,CALLE SIERRA DE CAZORLA 23 (P.I. LA JUAIDA) 23,D,-2.419472,36.884611,10/11/2023 09:58,1.639,,,1.789,,1.699,1.769,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
ALMERÍA,VIATOR,VIATOR,04240,CARRETERA VIATOR - EL ALQUIAN KM. 85,N,-2.423139,36.878167,11/11/2023 00:00,1.629,,,1.771,,1.689,1.779,,,,,,,,,,,BP VIATOR,L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00
ALMERÍA,VIATOR,VIATOR,04240,CALLE SIERRA   ATALAYA 6,D,-2.422972,36.879306,31/10/2023 09:52,1.589,,,,,1.579,,,,,,,,,,,,ENERGY CARBURANTES,L-D: 06:30-22:30
ALMERÍA,VIATOR,VIATOR,04240,PARAJE PISAICA DE LA VIRGEN S/N,N,-2.409402,36.876635,09/11/2023 09:07,1.520,,,,,1.530,,,,,,,,,,,,S.A.T. PISAICA DE LA VIRGEN,L-D: 06:00-22:00
ALMERÍA,VIATOR,JUAIDA (LA),04230,POLIGONO SIERRA DE CAZORLA S7N,D,-2.420694,36.883306,03/11/2023 13:25,1.649,,,,,1.689,,,,,,,,,,,,SHELL,L-D: 24H
ALMERÍA,VÍCAR,GANGOSA (LA),04738,AVENIDA SIERRA DE GADOR 6,N,-2.625167,36.803278,10/11/2023 11:59,1.499,,,,,1.529,,,,,,,,,,,,CAMPO ROQUETAS,L-D: 24H
ALMERÍA,VÍCAR,PUEBLA DE VICAR,04738,CAMINO CORTIJO SAN LUCIANO S/N,N,-2.673639,36.807167,06/11/2023 09:16,,,,,,1.629,,1.259,,,,,,,,,,E.S. GASOLEOS HORTICAMPO - VICAR,L-V: 07:00-14:00 y 15:30-19:00; S: 07:00-13:00
ALMERÍA,VÍCAR,VICAR,04738,CARRETERA MOJONERA AL SOLANILLO KM. S/N,N,-2.661000,36.737694,10/11/2023 23:00,1.625,,,1.749,,1.599,,,,,,,,,,,,AGLA,L-D: 06:00-22:00
ALMERÍA,VÍCAR,VICAR,04738,BULEVAR CIUDAD DE VICAR 659,N,-2.621028,36.804778,12/11/2023 00:00,1.619,,,1.729,,1.699,1.749,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
ALMERÍA,VÍCAR,VICAR,04738,BULEVAR BULEVAR CIUDAD DE VICAR 300,N,-2.609389,36.807389,11/11/2023 00:00,1.629,,,1.771,,1.689,1.779,,,,,,,,,,,BP VICAR,L-D: 06:00-23:00
ALMERÍA,VÍCAR,VICAR,04738,CARRETERA ROQUETAS KM. 9,N,-2.642722,36.831444,11/11/2023 00:00,1.629,,,1.771,,1.689,1.779,,,,,,,,,,,BP VIAPARK,L-D: 24H
ALMERÍA,VÍCAR,VICAR,04738,PARAJE EL VIZCONDE CARRETERA IRYDA SECTOR IV S/N,I,-2.675944,36.782806,10/11/2023 22:15,1.520,,,,,1.500,1.550,,,,,,,,,,,E.S.VICASOL,L-D: 06:00-22:00
ALMERÍA,VÍCAR,VICAR,04738,CTRA. NACIONAL 340,D,-2.653568,36.799468,10/11/2023 18:19,1.545,,,1.665,,1.535,1.575,,,,,,,,,,,CONSUMOMAR,L-D: 24H
ALMERÍA,VÍCAR,VICAR,04738,AVENIDA BULEVAR CIUDAD DE VÍCAR 715,D,-2.623361,36.804333,11/11/2023 11:50,1.499,,,,,1.505,,,,,,,,,,,,PLENOIL,L-D: 24H
ALMERÍA,VÍCAR,VICAR,04738,DISEMINADO CARRETERA ZAMORA 2702 2702,D,-2.641889,36.831444,10/11/2023 14:24,,,,,,1.381,,,,,,,,,,,,E.S. COOP SANTA MARIA-VICAR-MURGIVERDE,L: 07:00-20:00
ARABA/ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,01240,CALLE GASTEIZBIDEA 59,D,-2.519194,42.842917,11/11/2023 08:05,1.669,,,,,1.679,,,,,,,,,,,,ES DULANTZI REPSOL,L-D: 07:00-22:00
ARABA/ÁLAVA,AMURRIO,AMURRIO,01470,CALLE MASKURIBAI KALEA 14,N,-3.000889,43.044944,07/11/2023 10:34,1.499,,,,,1.429,1.449,,,,,,,,,,,BALLENOIL,L-D: 24H
ARABA/ÁLAVA,AMURRIO,LARRINBE,01468,POLIGONO ZANKUETA 0,D,-2.989111,43.044333,06/11/2023 11:54,1.519,,,1.669,,1.449,1.509,,,,,,,,,,,ESTACIONES GB,L-D: 24H
ARABA/ÁLAVA,AMURRIO,LEZAMA,01450,CARRETERA A-624 KM. 378,D,-2.967611,43.031889,06/11/2023 00:00,1.519,,,1.651,,1.449,1.515,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
ARABA/ÁLAVA,ARRAIA-MAEZTU,MAEZTU/MAESTU,01120,CARRETERA A-132 VITORIA-ESTELLA KM. 23,I,-2.477917,42.753194,03/11/2023 11:40,1.650,,,1.800,,1.600,,,,,,,,,,,,(SIN RÓTULO),L-D: 07:00-23:00
ARABA/ÁLAVA,ARRAZUA-UBARRUNDIA,LUKO,01510,N-240-B km 118,D,-2.639528,42.941417,03/11/2023 03:00,1.759,,,1.961,,1.759,1.885,,,,,,,,,,,CEPSA,L-D: 09:00-21:00
ARABA/ÁLAVA,ARRAZUA-UBARRUNDIA,ZURBANO,01520,AUTOVIA N-1 km 358,D,-2.616361,42.876861,12/11/2023 00:00,1.669,,,1.819,,1.689,1.739,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
ARABA/ÁLAVA,ARTZINIEGA,ARTZINIEGA,01474,AVENIDA GARAY 23,D,-3.122528,43.123361,07/11/2023 19:35,1.655,,,1.825,,1.685,1.785,1.295,,,,,,,,,,AVIA ,L-D: 06:00-22:00
ARABA/ÁLAVA,ASPARRENA,ARAIA,01250,CALLE DEIDA 6,D,-2.312056,42.870861,10/11/2023 13:28,,,,,,1.568,,,,,,,,,,,,ADS,L-D: 24H
ARABA/ÁLAVA,CAMPEZO/KANPEZU,SANTA CRUZ CAMPEZO,01110,CARRETERA CTRA.VITORIA-ESTELLA KM. 38,I,-2.357278,42.670222,11/11/2023 10:02,1.645,,,,,1.565,1.755,1.335,,,,,,,,,,PETRONOR,L-V: 06:00-22:00; S: 06:30-22:00; D: 13:30-22:00
ARABA/ÁLAVA,ELBURGO/BURGELU,ELBURGO/BURGELU,01192,CARRETERA N-1 KM. 3644,D,-2.518167,42.878556,12/11/2023 00:00,1.669,,,,,1.689,1.739,,,,,,,0.929,,,,REPSOL,L-D: 06:00-22:00
ARABA/ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,CALLE TRATADO DE MAASTRICH 1,D,-2.774750,42.825250,07/11/2023 15:03,,,,,,1.499,,1.479,,,,,,,,,,GERANTISAN,L-V: 06:00-23:59
ARABA/ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA) 2,D,-2.770694,42.824389,07/11/2023 00:00,,,,,,,,,,,,,,,1.239,1.059,,NATURGY,L-D: 24H
ARABA/ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,POLIGONO SAN JOSE DE LOS LLANOS 13,N,-2.809417,42.811972,10/11/2023 18:08,,,,,,1.469,,,,,,,,,,,,BIDEKO ATERPE,L-D: 24H
ARABA/ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,CALLE MAASTRICHT 2,D,-2.773139,42.825472,30/10/2023 11:00,,,,,,1.644,,,,,,,,,,,,ADS,L-D: 24H
ARABA/ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,CALLE TRATADO DE PARIS 6,D,-2.772250,42.823778,10/11/2023 00:05,1.539,,,,,1.449,,,,,,,,,,,,EUROCAM,L-D: 24H
ARABA/ÁLAVA,LABASTIDA,SALINILLAS DE BURADON,01212,CARRETERA N-124 KM. 35,I,-2.849833,42.635194,12/11/2023 00:00,1.649,,,1.759,,1.669,1.719,1.330,,,,,,,,,,REPSOL,L-V: 07:00-21:45; S-D: 08:00-21:45
ARABA/ÁLAVA,LAGUARDIA,LAGUARDIA,01300,CARRETERA A-124 KM. 65,I,-2.578806,42.547639,12/11/2023 00:00,1.649,,,,,1.665,1.755,1.330,,,,,,,,,,REPSOL,L-V: 07:00-21:45; S-D: 08:00-21:45
ARABA/ÁLAVA,LANTARÓN,PUENTELARRÁ/LARRAZUBI,01423,CARRETERA A-2122 KM. 11,I,-3.045750,42.755583,09/11/2023 10:03,1.580,,,,,1.540,,,,,,,,,,,,AVIA,L-D: 07:00-21:00
ARABA/ÁLAVA,LLODIO,LAUDIO/LLODIO,01400,CL ARETA 2,D,-2.951361,43.148639,12/11/2023 00:00,1.649,,,1.799,,1.689,1.779,,,,,,,,,,,PETRONOR,L-D: 06:00-22:00
ARABA/ÁLAVA,LLODIO,LAUDIO/LLODIO,01400,AVENIDA ZUMALACARREGUI (C.C. EROSKI) S/N,I,-2.968000,43.138000,12/11/2023 08:10,1.619,,,1.719,,1.659,1.749,,,,,,,,,,,EROSKI,L-S: 07:30-21:30
ARABA/ÁLAVA,OYÓN/OION,OYON-OION,01320,CARRETERA LOGROÑO KM. 10,D,-2.432278,42.490611,07/11/2023 20:48,1.669,,,1.819,,1.709,,1.529,,,,,,,,,,E.S. OION,L-D: 07:00-23:00
ARABA/ÁLAVA,RIBERA ALTA,POBES,01420,ACCESO A2622 0,N,-2.901944,42.811250,10/11/2023 10:46,1.739,,,,,1.729,,1.489,,,,,,,,,,E.S. TOCALU ,L-D: 07:00-22:00
ARABA/ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,01213,AU AP-68 63  D,D,-2.913306,42.743111,12/11/2023 00:00,1.669,,,1.819,,1.689,1.779,,,,,,,,,,,PETRONOR,L-D: 24H
ARABA/ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,01213,AU AP-68 635,I,-2.913222,42.741361,12/11/2023 00:00,1.669,,,1.819,,1.689,1.779,,,,,,,,,,,PETRONOR,L-D: 24H
ARABA/ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,POLIGONO SUI 1 (C.C. EROSKI) 1,N,-2.917639,42.704639,12/11/2023 08:10,1.639,,,1.739,,1.629,1.689,,,,,,,,,,,EROSKI,L-S: 10:00-22:00
ARABA/ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,AVENIDA ALAVA 12,D,-2.920667,42.692917,11/11/2023 00:01,1.679,,,1.809,,1.659,1.739,1.399,,,,1.999,,,,,,EESS DYNEFF,L-D: 24H
ARABA/ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,CARRETERA N-I KM. 323,N,-2.906944,42.710639,10/11/2023 14:00,1.679,,,,,1.689,1.769,,,,,,,0.899,,,,SHELL,L-D: 24H
ARABA/ÁLAVA,SALVATIERRA/AGURAIN,ALANGUA,01207,CALLE EGUILEOR 1,D,-2.387639,42.845750,30/10/2023 11:04,1.600,,,,,1.550,,,,,,,,,,,,ORHELA,L-D: 24H
ARABA/ÁLAVA,SALVATIERRA/AGURAIN,ALANGUA,01207,POLIGONO OKITURRI 3,D,-2.324139,42.863583,08/11/2023 21:27,,,,,,,,,,,,,,,,1.052,,MOLGAS,L-D: 00:00-23:59
ARABA/ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,01200,CALLE FUEROS S/N SN,D,-2.379083,42.852694,08/11/2023 14:41,1.539,,,,,1.399,,1.149,,,,,,,,,,ALAVESA,L-D: 24H
ARABA/ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,01200,CARRETERA ANTIGUA NACIONAL I KM. 375,N,-2.394583,42.848944,11/11/2023 20:07,1.659,,,1.799,,1.674,1.764,1.339,,,,,,,,,,GALP,L-D: 06:00-22:00
ARABA/ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,CALLE DEIDA 4,D,-2.314083,42.871167,09/11/2023 00:01,,,,,,1.649,,,,,,,,,,,,VALCARCE,L-D: 24H
ARABA/ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,CALLE POLIGONO OKITURRI 4,D,-2.324083,42.863583,12/11/2023 00:00,1.699,,,,,1.685,1.765,1.329,,,,,,,,,,CEPSA,L-D: 24H
ARABA/ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,POLIGONO OKITURRI S/N,D,-2.320361,42.863500,10/11/2023 08:40,1.659,,,1.809,,1.699,,1.416,,,,,,,,,,"ANDAMUR ""SAN ROMAN""",L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01002,CL PORTAL DE ELORRIAGA17,D,-2.648306,42.849778,12/11/2023 00:00,1.669,,,1.819,,1.679,1.769,,,,,,,0.929,,,,REPSOL,L-S: 06:00-22:00; D: 07:00-22:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01007,CALLE ALTO DE ARMENTIA 10,D,-2.700972,42.837111,10/11/2023 11:37,1.629,,,,,1.589,,,,,,,,,,,,ARMENTIA,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01007,CALLE ALTO DE ARMENTIA 2,N,-2.698917,42.836778,11/11/2023 11:02,1.669,,,1.789,,1.679,1.779,,,,,,,,,,,REPSOL,L-V: 06:30-22:30; S-D: 08:00-21:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01007,CALLE ALTO DE ARMENTIA 23,D,-2.701028,42.836472,09/11/2023 11:48,1.559,,,,,1.509,1.529,,,,,,,,,,,BALLENOIL,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01008,CALLE PORTAL DE CASTILLA 32,D,-2.682278,42.842833,12/11/2023 00:00,1.679,,,1.829,,1.679,1.769,,,,,,,,,,,REPSOL,L-D: 06:30-22:30
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,CALLE ZUAZOBIDEA 24,D,-2.725944,42.838139,10/11/2023 15:46,,,,,,1.370,,,,,,,,,,,,COALTRANS  SDAD COOP,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,AVENIDA DE LOS HUETOS 64,D,-2.717833,42.857667,10/11/2023 16:42,1.529,,,1.699,,1.439,,,,,,,,,,,,GM OIL,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,CALLE BREMEN 6,D,-2.708611,42.854694,12/11/2023 08:10,1.629,,,,,1.649,,,,,,,,,,,,EROSKI,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,AVENIDA AVDA. DE LOS HUETOS 56,N,-2.716389,42.857194,10/11/2023 04:00,1.529,,,1.699,,1.468,1.549,1.290,,,,,,,,,,ONA LOWCOST,L-D: 06:00-22:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,CALLE DUSSELDORF 1,D,-2.709972,42.852417,10/11/2023 08:55,1.659,,,1.791,,1.685,1.751,,,,,,,,,,,CEPSA,L-D: 06:00-23:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,CALLE URARTEA 23,D,-2.712722,42.863778,11/11/2023 13:51,1.669,,,1.819,,1.679,1.769,,,,,1.769,,0.939,,,,AVIA,L-D: 06:30-22:30
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,CALLE ALIBARRA 34,N,-2.710500,42.864944,10/11/2023 13:25,1.679,,,1.849,,1.699,1.799,,,,,,,,,,,AVIA,L-V: 07:00-21:00; S: 07:00-14:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,AVENIDA MEDITERRANEO 7,N,-2.693722,42.849028,10/11/2023 11:38,1.739,,1.799,,,1.729,1.799,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01006,CALLE CAMPO DE LOS PALACIOS 12,D,-2.666889,42.833611,11/11/2023 10:59,1.559,,,,,1.509,1.519,,,,,,,,,,,BALLENOIL,L-D: 24H
ARABA/ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01006,CALLE VENTA DE LA ESTRELLA 3,D,-2.658222,42.836833,07/11/2023 23:25,1.664,,,1.796,,1.649,1.715,,,,,,,,,,,CEPSA,L-D: 07:00-22:00
