Fecha:,12/11/2023 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gasóleo A,Precio gasóleo Premium,Precio gasóleo B,Precio gasóleo C,Precio bioetanol,% bioalcohol,Precio biodiésel,% éster metílico,Precio gases licuados del petróleo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidrógeno,Rótulo,Horario
MADRID,MADRID,MADRID,28007,AV DOCTOR ESQUERDO 153,D,-3.669722,40.409833,12/11/2023 00:00,1.699,,,1.849,,1.679,1.769,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28001,CALLE GOYA 24,N,-3.683000,40.425000,10/11/2023 14:00,1.689,,,1.829,,1.669,1.749,,,,,,,,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28016,CALLE COLOMBIA C/V BOLIVIA 1,N,-3.677833,40.457306,08/11/2023 21:46,1.704,,1.764,,,1.689,1.755,,,,,,,,,,,CEPSA,L-D: 06:30-22:30
MADRID,MADRID,MADRID,28016,CALLE RAMON Y CAJAL 2,D,-3.676194,40.451528,12/11/2023 00:00,1.679,,,,,1.659,1.749,,,,,,,,,,,REPSOL,L-V: 07:30-21:00; S: 08:00-15:00
MADRID,MADRID,MADRID,28016,CL AVDA .ALFONSO XIII  ESQ.C/ COSTA,D,-3.667389,40.458861,12/11/2023 00:00,1.699,,,1.849,,1.669,1.759,,,,,,,0.979,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28016,AVENIDA PIO XII 6,D,-3.675583,40.463806,12/11/2023 00:00,1.699,,,1.831,,1.669,1.735,,,,,,,,,,,CEPSA,L-D: 06:00-23:59
MADRID,MADRID,MADRID,28006,CL PRINCIPE DE VERGARA  106,N,-3.678611,40.438278,10/11/2023 12:30,1.679,,,1.829,,1.659,1.759,,,,,,,,,,,BP ,L-D: 24H
MADRID,MADRID,MADRID,28006,CL MARIA DE MOLINA 21,N,-3.684583,40.437917,11/11/2023 06:00,1.689,,,1.849,,1.669,1.749,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28028,AVENIDA DE LOS TOREROS S/N,D,-3.661944,40.434306,09/11/2023 23:11,1.699,,,,,1.699,1.789,,,,,,,,,,,CEPSA,L-V: 07:00-22:00; S: 08:00-22:00; D: 09:00-21:00
MADRID,MADRID,MADRID,28028,CALLE BERLIN S/N S/N,D,-3.664333,40.441222,12/11/2023 00:00,1.679,,,,,1.679,1.745,,,,,,,,,,,CEPSA,L-D: 07:00-21:30
MADRID,MADRID,MADRID,28028,PASEO MARQUES DE ZAFRA 31,D,-3.664694,40.425972,12/11/2023 00:00,1.679,,,,,1.659,1.729,,,,,,,,,,,REPSOL,L-V: 07:30-21:00; S: 07:30-14:30; D: 09:00-14:00
MADRID,MADRID,MADRID,28028,CALLE DOCTOR GOMEZ ULLA S/N,D,-3.668028,40.429667,12/11/2023 00:00,1.679,,,,,1.659,1.729,,,,,,,,,,,REPSOL,L-V: 07:00-21:00; S: 08:00-14:30; D: 09:00-15:00
MADRID,MADRID,MADRID,28036,CL MATEO INURRIA 4,D,-3.685750,40.466667,12/11/2023 00:00,1.699,,1.749,1.849,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28036,CL PASEO DE LA HABANA 168,D,-3.681472,40.459083,12/11/2023 00:00,1.689,,,1.839,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
MADRID,MADRID,MADRID,28036,AVENIDA PÍO XII 98,D,-3.675528,40.472556,11/11/2023 00:00,1.694,,,1.844,,1.659,1.739,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28002,AV DOCTOR ARCE  30,N,-3.679611,40.447861,10/11/2023 12:30,1.679,,,1.829,,1.659,1.759,,,,,,,,,,,BP ,L-D: 24H
MADRID,MADRID,MADRID,28002,CALLE CORAZON DE MARIA 18,D,-3.669361,40.441194,08/11/2023 09:11,1.729,,,,,1.719,1.805,,,,,,,,,,,CEPSA,L-V: 07:00-21:00; S: 09:00-15:00
MADRID,MADRID,MADRID,28002,CALLE SERRANO 197,D,-3.682194,40.451472,12/11/2023 00:00,1.679,,,1.829,,1.659,1.749,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28002,CALLE PRINCIPE DE VERGARA 134,D,-3.678194,40.443611,12/11/2023 00:00,1.679,,,,,1.659,1.749,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S: 09:00-15:00
MADRID,MADRID,MADRID,28002,CALLE CLARA DEL REY 45,D,-3.669361,40.443444,12/11/2023 00:00,1.679,,,,,1.659,1.709,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S: 08:00-15:00
MADRID,MADRID,MADRID,28002,CALLE CORAZON DE MARIA 76,N,-3.651361,40.450111,12/11/2023 00:00,1.689,,,1.821,,1.669,1.735,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28002,PLAZA REPUBLICA ARGENTINA 8,D,-3.684750,40.445194,12/11/2023 00:00,1.679,,,1.829,,1.659,,,,,,,,,,,,REPSOL,L-V: 07:00-21:45; S: 08:15-13:45
MADRID,MADRID,MADRID,28050,CALLE PORTOMARIN 25,D,-3.669944,40.513194,06/11/2023 17:09,,,,,,,,,,,,,,,1.165,,,ALIARA ENERGIA,L-D: 24H
MADRID,MADRID,MADRID,28050,AVENIDA FRANCISCO PI Y MARGALL 5,D,-3.633056,40.485250,06/11/2023 09:34,,,,,,,,,,,,,,,1.199,,,NATURGY,L-D: 24H
MADRID,MADRID,MADRID,28050,CALLE ABETAL 8,D,-3.661944,40.501389,12/11/2023 00:00,1.699,,1.749,1.849,,1.679,1.769,,,,,,,0.989,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28050,AVENIDA MANOTERAS 34,I,-3.665083,40.487861,12/11/2023 07:00,1.659,,,1.849,,1.599,1.649,,,,,,,,,,,CEPSA,L-D: 06:00-23:59
MADRID,MADRID,MADRID,28050,CALLE MARIA DE PORTUGAL 15,N,-3.662611,40.497639,10/11/2023 08:28,1.692,,,1.849,,1.680,1.744,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28039,CALLE OFELIA NIETO 65,I,-3.709222,40.461444,09/11/2023 22:44,1.715,,,,,1.725,1.785,,,,,,,,,,,CEPSA,L-V: 08:00-21:00; S: 09:00-14:00
MADRID,MADRID,MADRID,28039,CALLE FRANCOS RODRIGUEZ SN,D,-3.713944,40.458000,12/11/2023 00:00,1.679,,,,,1.659,1.719,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S: 09:00-14:00
MADRID,MADRID,MADRID,28039,CALLE OFELIA NIETO 64,D,-3.708500,40.461583,12/11/2023 00:00,1.695,,,1.845,,1.659,1.719,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28003,CALLE CEA BERMUDEZ 32,D,-3.709639,40.439000,12/11/2023 00:00,1.689,,,1.839,,1.669,1.739,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28003,CL RIOS ROSAS 1,D,-3.703778,40.442306,12/11/2023 00:00,1.699,,1.749,1.849,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28003,PASEO SAN FRANCISCO DE SALES 44,D,-3.711722,40.443083,12/11/2023 00:00,1.689,,,,,1.669,1.739,,,,,,,,,,,REPSOL,S: 08:00-15:00
MADRID,MADRID,MADRID,28040,CR A-6 8,D,-3.757694,40.460972,12/11/2023 00:00,1.715,,,1.865,,1.679,1.769,,,,,,,0.989,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28040,CALLE ISAAC PERAL S/N,D,-3.718056,40.440556,11/11/2023 15:05,1.689,,,,,1.669,,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S-D: 09:00-21:00
MADRID,MADRID,MADRID,28020,CALLE SAN GERMAN 14,D,-3.693917,40.456583,12/11/2023 00:00,1.689,,,,,1.659,1.749,,,,,,,,,,,REPSOL,L-V: 07:00-21:30; S: 08:00-15:30
MADRID,MADRID,MADRID,28020,CALLE BRAVO MURILLO 229,N,-3.701833,40.457250,12/11/2023 06:03,1.609,,,1.719,,1.589,1.659,,,,,,,,,,,GALP,L-D: 24H
MADRID,MADRID,MADRID,28020,CALLE BRAVO MURILLO 358,N,-3.693611,40.464889,10/11/2023 13:58,1.609,,,1.719,,1.579,1.649,,,,,,,,,,,Q8,L-D: 06:00-00:00
MADRID,MADRID,MADRID,28029,CL MONFORTE DE LEMOS 7,I,-3.691194,40.477556,11/11/2023 00:00,1.674,,1.735,1.806,,1.679,1.799,,,,,,,,,,,CEPSA,L-D: 07:00-23:00
MADRID,MADRID,MADRID,28029,AVENIDA MONFORTE DE LEMOS 10,D,-3.697889,40.479861,12/11/2023 00:00,1.689,,,,,1.659,1.729,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S: 09:00-15:00
MADRID,MADRID,MADRID,28029,CALLE SINESIO DELGADO 15,N,-3.701361,40.473722,11/11/2023 20:01,1.659,,,1.779,,1.629,1.699,,,,,,,0.969,,,,GALP,L-D: 24H
MADRID,MADRID,MADRID,28010,CALLE ALMAGRO 9,D,-3.694194,40.429194,12/11/2023 00:00,1.689,,,,,1.659,1.729,,,,,,,,,,,REPSOL,L-V: 07:00-21:30; S: 08:00-15:30
MADRID,MADRID,MADRID,28010,CALLE SANTA ENGRACIA 82,D,-3.699667,40.437528,12/11/2023 00:00,1.689,,,1.839,,1.659,1.749,,,,,,,,,,,REPSOL,L-X: 07:00-23:00; J: 07:00-23:59; V-S: 00:00-23:59; D: 00:00-23:00
MADRID,MADRID,MADRID,28048,CARRETERA M-605 KM. 5,D,-3.767556,40.505722,12/11/2023 00:00,1.669,,1.729,1.801,,1.685,1.759,,,,,,,,,,,CEPSA,L-D: 06:30-22:30
MADRID,MADRID,MADRID,28048,CARRETERA M-605 KM. 5,I,-3.767611,40.505000,12/11/2023 00:00,1.669,,,,,1.685,1.759,,,,,,,,,,,CEPSA,L-V: 07:00-21:00; S: 09:00-14:00
MADRID,MADRID,MADRID,28049,CARRETERA M-607 KM. 13,D,-3.685250,40.516528,12/11/2023 00:00,1.684,,1.764,,,1.619,1.719,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28049,CARRETERA M-607 KM. 177,D,-3.710556,40.562417,06/11/2023 12:15,,,,,,,,,,,,,,,1.169,1.042,,HAM TRES CANTOS,L-D: 24H
MADRID,MADRID,MADRID,28049,CARRETERA M-607 KM. 19,D,-3.710528,40.562278,10/11/2023 18:27,1.659,,,1.839,,1.659,1.769,,,,,,,0.979,,,,BP E.S. NAVALCARRO,L-D: 24H
MADRID,MADRID,MADRID,28034,CARRETERA COLMENAR VIEJO KM. 105,I,-3.697972,40.500000,11/11/2023 13:51,1.710,,,,,1.680,1.780,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28034,CARRETERA COLMENAR VIEJO KM. 105,D,-3.697806,40.499500,11/11/2023 13:48,1.710,,,1.860,,1.680,1.780,,,,,,,0.990,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28034,CALLE CARDENAL HERRERA ORIA 81,N,-3.700583,40.489056,10/11/2023 14:00,1.699,,,1.839,,1.679,1.759,,,,,,,,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28034,SAN GENJO 2,N,-3.705361,40.483194,07/11/2023 23:00,1.739,,1.759,1.859,,1.699,1.769,,,,,,,1.029,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28034,CL NUESTRA SEÑORA DE VALVERDE 175,I,-3.685333,40.503444,12/11/2023 00:00,1.689,,,1.839,,1.659,1.709,,,,,,,0.989,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28034,CR M-607 117,D,-3.691194,40.507278,12/11/2023 00:00,1.699,,,1.849,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28000,CALLE MÉNDEZ ÁLVARO 83,D,-3.677528,40.394583,06/11/2023 11:13,,,,,,1.677,,,,,,,,,,,,ESTACIÓN SUR DE AUTOBUSES DE MADRID,L-D: 06:00-01:30
MADRID,MADRID,MADRID,28000,CALLE SAN DALMACIO 13,D,-3.694917,40.343250,10/11/2023 19:14,1.479,,,,,1.427,,,,,,,,,,,,PLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28000,CARRETERA VILLAVERDE A VALLECAS KM. 283,D,-3.638250,40.373139,12/11/2023 09:36,1.479,,,,,1.459,,,,,,,,,,,,SIMON GRUP,L-D: 24H
MADRID,MADRID,MADRID,28000,AVENIDA PRINCESA JUANA DE AUSTRIA 91,I,-3.723917,40.334028,07/11/2023 13:20,1.568,,,,,1.498,1.558,,,,,,,,,,,OIL A42 A-42 KM 98  DIR. MADRID,L-V: 06:00-22:00; S: 07:00-15:00; D: 08:00-16:00
MADRID,MADRID,MADRID,28000,CALLE SANTO DOMINGO 10,D,-3.679083,40.508056,10/11/2023 15:00,1.689,,,1.829,,1.679,1.759,,,,,1.829,,0.939,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28000,CALLE JOSE PAULETE ,N,-3.654528,40.393806,10/11/2023 22:15,1.554,,,1.604,,1.540,1.577,,,,,,,,,,,ALCAMPO,L-D: 24H
MADRID,MADRID,MADRID,28000,CALLE VERSALLES 17,N,-3.619417,40.415889,11/11/2023 10:59,1.469,,,,,1.469,1.479,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28000,CALLE GUADALCANAL 39,D,-3.644917,40.368389,12/11/2023 00:00,1.529,,,1.739,,1.649,1.859,,,,,,,,,,,BP GUADALCANAL 365,L-D: 24H
MADRID,MADRID,MADRID,28000,AVENIDA LOS ROSALES 15,D,-3.691194,40.367528,10/11/2023 13:37,1.539,,,,,1.479,,,,,,,,,,,,PLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28023,CALLE PIÑUECAR 53,I,-3.717944,40.336056,07/11/2023 00:00,,,,,,,,,,,,,,,1.199,,,NATURGY,L-D: 24H
MADRID,MADRID,MADRID,28023,CALLE SAGITARIO 2,I,-3.801333,40.465111,11/11/2023 10:59,1.599,,,,,1.539,1.559,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28023,CARRETERA A6 KM. 116,D,-3.801083,40.465972,12/11/2023 06:00,1.659,,1.739,,,1.659,1.739,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28023,CARRETERA DE LA CORUÑA KM 12 KM. ,I,-3.804556,40.465500,12/11/2023 10:31,1.718,,1.728,1.868,,1.678,1.778,,,,,,,1.046,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28023,AVENIDA VICTORIA 34,D,-3.820389,40.468833,12/11/2023 00:00,1.699,,,1.849,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28035,AVENIDA CARDENAL HERRERA ORIA 290,D,-3.725806,40.479056,12/11/2023 00:00,1.699,,,1.849,,1.669,1.719,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28035,GLORIETA MARIANO SALVADOR MAELLA S/N,D,-3.722056,40.476028,12/11/2023 06:00,1.699,,1.759,,,1.669,1.749,,,,,,,,,,,CEPSA,L-D: 06:00-23:00
MADRID,MADRID,MADRID,28035,AVENIDA VENTISQUERO DE LA CONDESA ,N,-3.717222,40.494028,07/11/2023 23:00,1.749,,,1.889,,1.729,1.799,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28035,CALLE ANTONIO MACHADO S/N,D,-3.721222,40.464306,09/11/2023 22:45,1.725,,,,,1.715,1.785,,,,,,,,,,,CEPSA,L: 07:30-21:00; S: 09:30-14:30
MADRID,MADRID,MADRID,28041,CALLE SAN MARIO 14,N,-3.692639,40.376556,07/11/2023 13:55,1.562,,,,,,1.554,,,,,,,0.699,1.084,,,SCAT,L-D: 24H
MADRID,MADRID,MADRID,28041,AVENIDA AVDA DE ANDALUCIA KM 71 S/N,N,-3.691194,40.362556,10/11/2023 12:15,1.669,,,1.849,,1.649,1.689,,,,,,,,,,,CARREFOUR,L-D: 24H
MADRID,MADRID,MADRID,28041,CARRETERA CARABANCHEL A VILLAVERDE KM. 89,D,-3.710333,40.353750,11/11/2023 10:59,1.529,,,,,1.449,,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28041,AVENIDA CORDOBA 49,D,-3.695944,40.377889,06/11/2023 17:07,,,,,,,,,,,,,,,1.165,,,ALIARA ENERGIA,L-D: 24H
MADRID,MADRID,MADRID,28041,CR N-4     P.K. 670 D,D,-3.694472,40.366500,12/11/2023 00:00,1.679,,,1.829,,1.679,1.769,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28041,CR N-4     P.K. 670 I,I,-3.693833,40.367000,12/11/2023 00:00,1.679,,1.709,1.829,,1.679,1.769,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28041,CALLE EDUARDO BARREIROS 114,N,-3.704694,40.356028,10/11/2023 10:36,1.539,,,,,1.459,,,,,,,,,,,,SUPECO,L-D: 24H
MADRID,MADRID,MADRID,28041,BARRIO AVENIDA VERBENA D ELA PALOMA S/N,D,-3.696194,40.358806,11/11/2023 00:00,1.679,,,,,1.669,,,,,,,,,,,,BP,L-S: 06:30-21:30; D: 08:00-14:00
MADRID,MADRID,MADRID,28041,AVENIDA OROVILLA 22,D,-3.692722,40.365694,11/11/2023 10:59,1.539,,,,,1.479,,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28018,CALLE MARTINEZ DE LA RIVA 119,D,-3.664000,40.386694,11/11/2023 07:21,1.679,,,,,1.679,,,,,,,,,,,,HUSCO S.L.,L-V: 06:00-22:00; S: 07:00-15:00
MADRID,MADRID,MADRID,28018,AVENIDA ENTREVIAS S/N,D,-3.665361,40.379167,12/11/2023 00:00,1.679,,,,,1.679,1.769,,,,,,,,,,,REPSOL,L-V: 06:00-21:00
MADRID,MADRID,MADRID,28018,CARRETERA M-602 KM. 13,I,-3.639389,40.372306,12/11/2023 00:00,1.679,,,1.829,,1.679,1.769,,,,,,,0.959,1.029,,,REPSOL,L-D: 06:00-23:00
MADRID,MADRID,MADRID,28018,CALLE MERCADRID PARCELA D-3 S/N,D,-3.659861,40.358194,12/11/2023 00:00,1.649,,,1.799,,1.699,1.789,1.442,,,,,,0.959,,,,REPSOL,L-S: 00:00-14:00
MADRID,MADRID,MADRID,28021,AVENIDA LOS ROSALES 147,I,-3.668694,40.339861,12/11/2023 00:00,1.679,,,1.829,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28021,AVENIDA ANDALUCIA 83,N,-3.692000,40.328083,10/11/2023 14:00,1.569,,,,,1.559,,,,,,,,,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28021,CALLE VALLE DE TOBALINA 24,D,-3.715250,40.336222,11/11/2023 10:59,1.479,,,,,1.427,,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28021,CARRETERA 403 KM. 2,D,-3.716333,40.329861,10/11/2023 14:00,1.689,,,1.829,,1.659,1.739,,,,,,,0.899,,,,SHELL,L-D: 06:00-22:00
MADRID,MADRID,MADRID,28021,CTRA.M-403 (GETAFE-VILLAVERDE) (MARGEN IZQUIERDO) km 2,I,-3.715917,40.329139,10/11/2023 14:00,1.689,,,1.829,,1.659,1.739,,,,,,,0.899,,,,SHELL,L-S: 06:00-22:00
MADRID,MADRID,MADRID,28021,CALLE LA ACEBEDA 1,D,-3.716417,40.340389,11/11/2023 10:59,1.479,,,,,1.427,1.437,,,,,,,,,,,BALLENOIL,L: 24H
MADRID,MADRID,MADRID,28021,CALLE ARROYO DE LA BULERA S/N,D,-3.679000,40.337722,11/11/2023 10:59,1.499,,,,,1.427,1.447,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28021,CALLE RESINA 4,D,-3.693833,40.336556,11/11/2023 10:59,1.479,,,,,1.427,1.437,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28021,CALLE HULLA 22,N,-3.676417,40.340389,10/11/2023 22:30,1.639,,,1.739,,1.639,1.669,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28021,AVENIDA REAL DE PINTO 106,N,-3.709444,40.339139,08/11/2023 17:12,1.689,,1.739,,,1.669,1.729,,,,,,,0.899,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28021,CALLE RAFAEL BOTI 5,I,-3.804389,40.463583,07/11/2023 00:00,,,,,,,,,,,,,,,1.199,,,NATURGY,L-D: 24H
MADRID,MADRID,MADRID,28021,AVENIDA REAL DE PINTO 73,D,-3.708056,40.339500,10/11/2023 19:14,1.479,,,,,1.427,,,,,,,,,,,,PLENOIL,L: 24H
MADRID,MADRID,MADRID,28021,CALLE LA ACEBEDA 57,D,-3.715861,40.331722,11/11/2023 20:07,1.509,,,,,1.459,,,,,,,,,,,,GALP&GO,L-D: 07:00-22:00
MADRID,MADRID,MADRID,28033,CALLE TOMAS REDONDO 10,N,-3.627917,40.470083,10/11/2023 14:00,1.639,,,1.779,,1.609,1.689,,,,,,,0.919,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28033,CL CARRETERA CANILLAS 150,D,-3.636139,40.464889,10/11/2023 15:00,1.709,,,1.849,,1.619,1.699,,,,,,,0.939,,,,SHELL,L-D: 24H
MADRID,MADRID,MADRID,28033,AVENIDA SAN LUIS 75,I,-3.664333,40.474167,12/11/2023 00:00,1.679,,,1.816,,1.665,1.731,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28033,PASEO DEL MAR CASPIO SN,D,-3.645028,40.473722,12/11/2023 07:58,1.684,,1.744,,,1.665,1.731,,,,,,,,,,,CEPSA,L-D: 05:59-23:59
MADRID,MADRID,MADRID,28032,CARRETERA VICALVARO A ESTACION DE O`DONNELL KM. 22,D,-3.590750,40.405167,12/11/2023 05:54,1.559,,,,,1.479,1.489,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28032,AVDA. DE LA DEMOCRACIA 62,I,-3.615333,40.400500,12/11/2023 00:00,1.674,,1.735,,,1.669,1.749,,,,,,,,,,,CEPSA,L-D: 07:00-23:00
MADRID,MADRID,MADRID,28032,AVDA. DEMOCRACIA 41,D,-3.615833,40.400500,12/11/2023 10:00,1.674,,1.735,,,1.679,1.759,,,,,,,,,,,CEPSA,L-D: 06:00-23:59
MADRID,MADRID,MADRID,28032,CALLE VERSALLES 23,N,-3.619000,40.416000,10/11/2023 12:15,1.589,,,1.829,,1.589,1.629,,,,,,,,,,,CARREFOUR,L-D: 24H
MADRID,MADRID,MADRID,28032,AVENIDA DAROCA336,N,-3.609500,40.404056,11/11/2023 06:45,1.679,,,1.779,,1.659,1.739,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28032,CALLE FRANCISCA TORRES CATALAN 24,D,-3.590722,40.406056,11/11/2023 10:59,1.559,,,,,1.479,1.489,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28032,CARRETERA VICALVARO ESTACION ODONNELL KM. 20,D,-3.590944,40.404889,07/11/2023 13:27,1.559,,,,,1.479,,,,,,,,,,,,PLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28042,ZONA PLATAFORMA AEROPUERTO BARAJAS T123 S/N,D,-3.570222,40.467889,12/11/2023 00:00,1.669,,,,,1.669,,1.480,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28042,AVDA. DE LOGROÑO 233,N,-3.587417,40.463778,11/11/2023 00:00,1.609,,1.629,,,1.609,1.629,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28042,CL AVENIDA GENERAL 22,D,-3.580194,40.471222,08/11/2023 12:07,1.709,,,1.889,,1.689,1.749,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28042,M-40 PK 7.4 - ACCESO AL CAMPO DE LAS NACIONES 2,I,-3.616139,40.458417,12/11/2023 06:00,1.599,,,1.731,,1.599,1.679,,,,,,,0.919,1.059,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28042,GLORIETA YUCATAN S/N,D,-3.627222,40.450889,12/11/2023 06:00,1.684,,1.744,,,1.665,1.745,,,,,,,0.919,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28042,GLORIETA PUERTA DE LOS CARROS 5,D,-3.590389,40.469250,12/11/2023 05:54,1.559,,,,,1.529,1.549,,,,,,,,,,,BALLENOIL,L-D: 24H
MADRID,MADRID,MADRID,28042,CAMINO DEL CUARTEL 9,N,-3.578778,40.467917,12/11/2023 06:03,1.569,,,,,1.559,1.629,,,,,,,0.949,,,,GALP,L-D: 24H
MADRID,MADRID,MADRID,28042,CR N-2 126,D,-3.565417,40.449194,12/11/2023 00:00,1.679,,1.709,1.829,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 06:00-23:00
MADRID,MADRID,MADRID,28042,CR N-2 126,I,-3.566639,40.448778,12/11/2023 00:00,1.669,,,1.819,,1.659,1.749,,,,,,,,,,,REPSOL,L-V: 06:00-22:00; S-D: 10:00-19:00
MADRID,MADRID,MADRID,28042,AV HISPANIDAD S.N.,I,-3.575306,40.464222,12/11/2023 00:00,1.689,,,1.839,,1.669,1.759,,,,,,,,,,,REPSOL,L-D: 06:30-22:30
MADRID,MADRID,MADRID,28042,ZONA AEROPUERTO DE BARAJAS TERMINAL 2 S/N,D,-3.573528,40.466611,12/11/2023 00:00,1.689,,,1.839,,1.679,1.749,,,,,,,0.969,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28042,ZONA AEROPUERTO DE BARAJAS T4 S/N,I,-3.584917,40.502417,12/11/2023 00:00,1.669,,,1.819,,1.669,1.739,1.480,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28042,AVENIDA HISPANIDAD 44,D,-3.598000,40.496889,12/11/2023 00:00,1.689,,,1.839,,1.679,1.749,,,,,,,0.969,,,,REPSOL,L-D: 05:00-23:00
MADRID,MADRID,MADRID,28011,PASEO EXTREMADURA 300,D,-3.761500,40.401833,12/11/2023 06:00,1.699,,,1.849,,1.659,1.749,,,,,,,,,,,REPSOL,L-D: 24H
MADRID,MADRID,MADRID,28011,AVDA. PORTUGAL 16,N,-3.744056,40.408083,12/11/2023 10:00,1.674,,1.765,,,1.689,1.809,,,,,,,,,,,CEPSA,L-D: 24H
MADRID,MADRID,MADRID,28038,AVENIDA ALBUFERA 89,N,-3.661722,40.394500,10/11/2023 13:58,1.569,,,1.619,,1.569,1.639,,,,,,,,,,,Q8,L-D: 24H
MADRID,MADRID,MADRID,28047,CALLE ALHAMBRA 70,D,-3.744250,40.397500,12/11/2023 00:01,1.675,,,,,1.675,1.765,,,,,,,,,,,ALHAMBRA-BLANCA ,L-S: 07:00-21:00; D: 09:00-14:00
